W,D,L,Points,Win%,WW,FPtsF,FPtsA,Streak,team,rank,gw,season,win,draw,loss,points,win_pct,for,against,streak
,,,,,,,,,RATABE,10,5,13,0.0,0.0,5.0,0.0,0.0,592.25,744.5,5 (L)
,,,,,,,,,Seanhampton FC,1,6,13,6.0,0.0,0.0,18.0,1.0,874.75,642.75,6 (W)
,,,,,,,,,The ThiaGOAT,2,6,13,4.0,0.0,2.0,12.0,0.667,931.75,850.75,1 (W)
,,,,,,,,,Chicken ASzobo,3,6,13,4.0,0.0,2.0,12.0,0.667,916.25,815.5,1 (L)
,,,,,,,,,Thottenham Hotsluts,4,6,13,4.0,0.0,2.0,12.0,0.667,858.75,800.25,1 (L)
,,,,,,,,,HappyHaalandays,5,6,13,4.0,0.0,2.0,12.0,0.667,786.75,780.75,2 (W)
,,,,,,,,,Cursed BrunOnana,6,6,13,3.0,0.0,3.0,9.0,0.5,825.5,850.75,2 (W)
,,,,,,,,,Benford FC,7,6,13,2.0,0.0,4.0,6.0,0.333,685.0,771.5,3 (L)
,,,,,,,,,Cheasle FC,8,6,13,2.0,0.0,4.0,6.0,0.333,660.5,805.5,2 (L)
,,,,,,,,,Zenright,9,6,13,1.0,0.0,5.0,3.0,0.167,760.5,825.5,1 (W)
,,,,,,,,,RATABE,10,6,13,0.0,0.0,6.0,0.0,0.0,711.0,867.5,6 (L)
,,,,,,,,,Seanhampton FC,1,7,13,6.0,0.0,1.0,18.0,0.857,1030.5,862.25,1 (L)
,,,,,,,,,Chicken ASzobo,2,7,13,5.0,0.0,2.0,15.0,0.714,1101.75,971.25,1 (W)
,,,,,,,,,The ThiaGOAT,3,7,13,5.0,0.0,2.0,15.0,0.714,1096.25,980.75,2 (W)
,,,,,,,,,Cursed BrunOnana,4,7,13,4.0,0.0,3.0,12.0,0.571,1045.0,1006.5,3 (W)
,,,,,,,,,Thottenham Hotsluts,5,7,13,4.0,0.0,3.0,12.0,0.571,964.0,916.25,2 (L)
,,,,,,,,,HappyHaalandays,6,7,13,4.0,0.0,3.0,12.0,0.571,891.5,966.75,1 (L)
,,,,,,,,,Cheasle FC,7,7,13,3.0,0.0,4.0,9.0,0.429,846.5,910.25,1 (W)
,,,,,,,,,Zenright,8,7,13,2.0,0.0,5.0,6.0,0.286,876.5,930.75,2 (W)
,,,,,,,,,Benford FC,9,7,13,2.0,0.0,5.0,6.0,0.286,815.0,936.0,4 (L)
,,,,,,,,,RATABE,10,7,13,0.0,0.0,7.0,0.0,0.0,866.75,1053.0,7 (L)
,,,,,,,,,Seanhampton FC,1,8,13,7.0,0.0,1.0,21.0,0.875,1194.75,991.25,1 (W)
,,,,,,,,,Chicken ASzobo,2,8,13,6.0,0.0,2.0,18.0,0.75,1261.25,1096.0,2 (W)
,,,,,,,,,The ThiaGOAT,3,8,13,5.0,0.0,3.0,15.0,0.625,1184.25,1095.25,1 (L)
,,,,,,,,,Cursed BrunOnana,4,8,13,4.0,0.0,4.0,12.0,0.5,1150.25,1153.25,1 (L)
,,,,,,,,,Thottenham Hotsluts,5,8,13,4.0,0.0,4.0,12.0,0.5,1064.25,1046.0,3 (L)
,,,,,,,,,HappyHaalandays,6,8,13,4.0,0.0,4.0,12.0,0.5,1020.5,1131.0,2 (L)
,,,,,,,,,Cheasle FC,7,8,13,4.0,0.0,4.0,12.0,0.5,961.0,998.25,2 (W)
,,,,,,,,,Zenright,8,8,13,3.0,0.0,5.0,9.0,0.375,1023.25,1036.0,3 (W)
,,,,,,,,,Benford FC,9,8,13,2.0,0.0,6.0,6.0,0.25,939.75,1095.5,5 (L)
,,,,,,,,,RATABE,10,8,13,1.0,0.0,7.0,3.0,0.125,996.5,1153.25,1 (W)
,,,,,,,,,Seanhampton FC,1,9,13,8.0,0.0,1.0,24.0,0.889,1342.75,1101.75,2 (W)
,,,,,,,,,Chicken ASzobo,2,9,13,7.0,0.0,2.0,21.0,0.778,1413.5,1240.75,3 (W)
,,,,,,,,,Cursed BrunOnana,3,9,13,5.0,0.0,4.0,15.0,0.556,1326.0,1284.25,1 (W)
,,,,,,,,,The ThiaGOAT,4,9,13,5.0,0.0,4.0,15.0,0.556,1294.75,1243.25,2 (L)
,,,,,,,,,Cheasle FC,5,9,13,5.0,0.0,4.0,15.0,0.556,1071.75,1066.5,3 (W)
,,,,,,,,,Thottenham Hotsluts,6,9,13,4.0,0.0,5.0,12.0,0.444,1209.0,1198.25,4 (L)
,,,,,,,,,Zenright,7,9,13,4.0,0.0,5.0,12.0,0.444,1150.75,1135.5,4 (W)
,,,,,,,,,HappyHaalandays,8,9,13,4.0,0.0,5.0,12.0,0.444,1120.0,1258.5,3 (L)
,,,,,,,,,Benford FC,9,9,13,2.0,0.0,7.0,6.0,0.222,1008.0,1206.25,6 (L)
,,,,,,,,,RATABE,10,9,13,1.0,0.0,8.0,3.0,0.111,1127.5,1329.0,1 (L)
,,,,,,,,,Chicken ASzobo,1,10,13,8.0,0.0,2.0,24.0,0.8,1578.75,1349.0,4 (W)
,,,,,,,,,Seanhampton FC,2,10,13,8.0,0.0,2.0,24.0,0.8,1478.5,1247.5,1 (L)
,,,,,,,,,Cursed BrunOnana,3,10,13,5.0,0.0,5.0,15.0,0.5,1461.0,1421.25,1 (L)
,,,,,,,,,The ThiaGOAT,4,10,13,5.0,0.0,5.0,15.0,0.5,1434.75,1394.25,3 (L)
,,,,,,,,,Thottenham Hotsluts,5,10,13,5.0,0.0,5.0,15.0,0.5,1346.0,1333.25,1 (W)
,,,,,,,,,Zenright,6,10,13,5.0,0.0,5.0,15.0,0.5,1301.75,1275.5,5 (W)
,,,,,,,,,HappyHaalandays,7,10,13,5.0,0.0,5.0,15.0,0.5,1244.25,1381.0,1 (W)
,,,,,,,,,Cheasle FC,8,10,13,5.0,0.0,5.0,15.0,0.5,1180.0,1231.75,1 (L)
,,,,,,,,,Benford FC,9,10,13,3.0,0.0,7.0,9.0,0.3,1153.75,1342.0,1 (W)
,,,,,,,,,RATABE,10,10,13,1.0,0.0,9.0,3.0,0.1,1250.0,1453.25,2 (L)
,,,,,,,,,Chicken ASzobo,1,11,13,8.0,0.0,3.0,24.0,0.727,1720.75,1493.0,1 (L)
,,,,,,,,,Seanhampton FC,2,11,13,8.0,0.0,3.0,24.0,0.727,1575.0,1378.75,2 (L)
,,,,,,,,,Cursed BrunOnana,3,11,13,6.0,0.0,5.0,18.0,0.545,1605.0,1563.25,1 (W)
,,,,,,,,,Zenright,4,11,13,6.0,0.0,5.0,18.0,0.545,1402.75,1358.25,6 (W)
,,,,,,,,,HappyHaalandays,5,11,13,6.0,0.0,5.0,18.0,0.545,1400.75,1474.0,2 (W)
,,,,,,,,,Cheasle FC,6,11,13,6.0,0.0,5.0,18.0,0.545,1311.25,1328.25,1 (W)
,,,,,,,,,The ThiaGOAT,7,11,13,5.0,0.0,6.0,15.0,0.455,1511.75,1534.25,4 (L)
,,,,,,,,,Thottenham Hotsluts,8,11,13,5.0,0.0,6.0,15.0,0.455,1439.0,1489.75,1 (L)
,,,,,,,,,Benford FC,9,11,13,3.0,0.0,8.0,9.0,0.273,1236.5,1443.0,1 (L)
,,,,,,,,,RATABE,10,11,13,2.0,0.0,9.0,6.0,0.182,1390.0,1530.25,1 (W)
,,,,,,,,,Seanhampton FC,1,12,13,9.0,0.0,3.0,27.0,0.75,1697.25,1482.5,1 (W)
,,,,,,,,,Chicken ASzobo,2,12,13,8.0,0.0,4.0,24.0,0.667,1824.5,1615.25,2 (L)
,,,,,,,,,Cursed BrunOnana,3,12,13,7.0,0.0,5.0,21.0,0.583,1818.5,1704.0,2 (W)
,,,,,,,,,Zenright,4,12,13,7.0,0.0,5.0,21.0,0.583,1569.5,1520.5,7 (W)
,,,,,,,,,The ThiaGOAT,5,12,13,6.0,0.0,6.0,18.0,0.5,1609.5,1630.25,1 (W)
,,,,,,,,,HappyHaalandays,6,12,13,6.0,0.0,6.0,18.0,0.5,1541.5,1687.5,1 (L)
,,,,,,,,,Cheasle FC,7,12,13,6.0,0.0,6.0,18.0,0.5,1473.5,1495.0,1 (L)
,,,,,,,,,Thottenham Hotsluts,8,12,13,5.0,0.0,7.0,15.0,0.417,1535.0,1587.5,2 (L)
,,,,,,,,,RATABE,9,12,13,3.0,0.0,9.0,9.0,0.25,1524.0,1629.0,2 (W)
,,,,,,,,,Benford FC,10,12,13,3.0,0.0,9.0,9.0,0.25,1335.25,1577.0,2 (L)
,,,,,,,,,Chicken ASzobo,1,13,13,9.0,0.0,4.0,27.0,0.692,1995.25,1747.25,1 (W)
,,,,,,,,,Seanhampton FC,2,13,13,9.0,0.0,4.0,27.0,0.692,1838.75,1664.0,1 (L)
,,,,,,,,,Zenright,3,13,13,8.0,0.0,5.0,24.0,0.615,1751.0,1662.0,8 (W)
,,,,,,,,,Cursed BrunOnana,4,13,13,7.0,0.0,6.0,21.0,0.538,1918.5,1804.5,1 (L)
,,,,,,,,,The ThiaGOAT,5,13,13,7.0,0.0,6.0,21.0,0.538,1710.0,1730.25,2 (W)
,,,,,,,,,HappyHaalandays,6,13,13,6.0,0.0,7.0,18.0,0.462,1673.5,1858.25,2 (L)
,,,,,,,,,Thottenham Hotsluts,7,13,13,6.0,0.0,7.0,18.0,0.462,1667.0,1702.5,1 (W)
,,,,,,,,,Cheasle FC,8,13,13,6.0,0.0,7.0,18.0,0.462,1573.25,1611.25,2 (L)
,,,,,,,,,RATABE,9,13,13,4.0,0.0,9.0,12.0,0.308,1640.25,1728.75,3 (W)
,,,,,,,,,Benford FC,10,13,13,3.0,0.0,10.0,9.0,0.231,1450.25,1709.0,3 (L)
,,,,,,,,,Chicken ASzobo,1,14,13,10.0,0.0,4.0,30.0,0.714,2165.5,1882.5,2 (W)
,,,,,,,,,Seanhampton FC,2,14,13,10.0,0.0,4.0,30.0,0.714,1981.75,1777.75,1 (W)
,,,,,,,,,Cursed BrunOnana,3,14,13,8.0,0.0,6.0,24.0,0.571,2053.75,1903.0,1 (W)
,,,,,,,,,Zenright,4,14,13,8.0,0.0,6.0,24.0,0.571,1886.25,1832.25,1 (L)
,,,,,,,,,The ThiaGOAT,5,14,13,7.0,0.0,7.0,21.0,0.5,1837.0,1876.25,1 (L)
,,,,,,,,,HappyHaalandays,6,14,13,7.0,0.0,7.0,21.0,0.5,1819.5,1985.25,1 (W)
,,,,,,,,,Cheasle FC,7,14,13,7.0,0.0,7.0,21.0,0.5,1737.5,1725.0,1 (W)
,,,,,,,,,Thottenham Hotsluts,8,14,13,6.0,0.0,8.0,18.0,0.429,1780.75,1866.75,1 (L)
,,,,,,,,,RATABE,9,14,13,4.0,0.0,10.0,12.0,0.286,1754.0,1871.75,1 (L)
,,,,,,,,,Benford FC,10,14,13,3.0,0.0,11.0,9.0,0.214,1548.75,1844.25,4 (L)
,,,,,,,,,Chicken ASzobo,1,15,13,10.0,0.0,5.0,30.0,0.667,2306.5,2034.75,1 (L)
,,,,,,,,,Seanhampton FC,2,15,13,10.0,0.0,5.0,30.0,0.667,2091.0,1912.75,1 (L)
,,,,,,,,,Cursed BrunOnana,3,15,13,9.0,0.0,6.0,27.0,0.6,2253.5,2052.25,2 (W)
,,,,,,,,,The ThiaGOAT,4,15,13,8.0,0.0,7.0,24.0,0.533,1989.25,2017.25,1 (W)
,,,,,,,,,Zenright,5,15,13,8.0,0.0,7.0,24.0,0.533,1966.5,1975.75,2 (L)
,,,,,,,,,HappyHaalandays,6,15,13,7.0,0.0,8.0,21.0,0.467,1964.75,2131.0,1 (L)
,,,,,,,,,Thottenham Hotsluts,7,15,13,7.0,0.0,8.0,21.0,0.467,1915.75,1976.0,1 (W)
,,,,,,,,,Cheasle FC,8,15,13,7.0,0.0,8.0,21.0,0.467,1886.75,1924.75,1 (L)
,,,,,,,,,RATABE,9,15,13,5.0,0.0,10.0,15.0,0.333,1897.5,1952.0,1 (W)
,,,,,,,,,Benford FC,10,15,13,4.0,0.0,11.0,12.0,0.267,1694.5,1989.5,1 (W)
,,,,,,,,,Chicken ASzobo,1,16,13,11.0,0.0,5.0,33.0,0.688,2444.0,2130.5,1 (W)
,,,,,,,,,Cursed BrunOnana,2,16,13,10.0,0.0,6.0,30.0,0.625,2411.0,2179.5,3 (W)
,,,,,,,,,Seanhampton FC,3,16,13,10.0,0.0,6.0,30.0,0.625,2218.25,2070.25,2 (L)
,,,,,,,,,HappyHaalandays,4,16,13,8.0,0.0,8.0,24.0,0.5,2111.0,2263.25,1 (W)
,,,,,,,,,Zenright,5,16,13,8.0,0.0,8.0,24.0,0.5,2087.75,2098.0,3 (L)
,,,,,,,,,The ThiaGOAT,6,16,13,8.0,0.0,8.0,24.0,0.5,2077.5,2140.75,1 (L)
,,,,,,,,,Thottenham Hotsluts,7,16,13,8.0,0.0,8.0,24.0,0.5,2038.0,2097.25,2 (W)
,,,,,,,,,Cheasle FC,8,16,13,7.0,0.0,9.0,21.0,0.438,2019.0,2071.0,2 (L)
,,,,,,,,,RATABE,9,16,13,5.0,0.0,11.0,15.0,0.312,1993.25,2089.5,1 (L)
,,,,,,,,,Benford FC,10,16,13,5.0,0.0,11.0,15.0,0.312,1818.0,2077.75,2 (W)
,,,,,,,,,Chicken ASzobo,1,17,13,12.0,0.0,5.0,36.0,0.706,2602.0,2273.5,2 (W)
,,,,,,,,,Cursed BrunOnana,2,17,13,11.0,0.0,6.0,33.0,0.647,2573.0,2284.5,4 (W)
,,,,,,,,,Seanhampton FC,3,17,13,10.0,0.0,7.0,30.0,0.588,2359.75,2287.75,3 (L)
,,,,,,,,,HappyHaalandays,4,17,13,9.0,0.0,8.0,27.0,0.529,2328.5,2404.75,2 (W)
,,,,,,,,,The ThiaGOAT,5,17,13,8.0,0.0,9.0,24.0,0.471,2206.75,2288.5,2 (L)
,,,,,,,,,Zenright,6,17,13,8.0,0.0,9.0,24.0,0.471,2192.75,2260.0,4 (L)
,,,,,,,,,Cheasle FC,7,17,13,8.0,0.0,9.0,24.0,0.471,2166.75,2200.25,1 (W)
,,,,,,,,,Thottenham Hotsluts,8,17,13,8.0,0.0,9.0,24.0,0.471,2128.0,2203.75,1 (L)
,,,,,,,,,RATABE,9,17,13,6.0,0.0,11.0,18.0,0.353,2099.75,2179.5,1 (W)
,,,,,,,,,Benford FC,10,17,13,5.0,0.0,12.0,15.0,0.294,1961.0,2235.75,1 (L)
,,,,,,,,,Chicken ASzobo,1,18,13,13.0,0.0,5.0,39.0,0.722,2789.25,2397.75,3 (W)
,,,,,,,,,Cursed BrunOnana,2,18,13,12.0,0.0,6.0,36.0,0.667,2707.75,2377.75,5 (W)
,,,,,,,,,Seanhampton FC,3,18,13,11.0,0.0,7.0,33.0,0.611,2481.75,2347.25,1 (W)
,,,,,,,,,HappyHaalandays,4,18,13,10.0,0.0,8.0,30.0,0.556,2444.0,2484.0,3 (W)
,,,,,,,,,Zenright,5,18,13,8.0,0.0,10.0,24.0,0.444,2272.0,2375.5,5 (L)
,,,,,,,,,Cheasle FC,6,18,13,8.0,0.0,10.0,24.0,0.444,2268.25,2327.5,1 (L)
,,,,,,,,,The ThiaGOAT,7,18,13,8.0,0.0,10.0,24.0,0.444,2266.25,2410.5,3 (L)
,,,,,,,,,Thottenham Hotsluts,8,18,13,8.0,0.0,10.0,24.0,0.444,2252.25,2391.0,2 (L)
,,,,,,,,,RATABE,9,18,13,6.0,0.0,12.0,18.0,0.333,2193.0,2314.25,1 (L)
,,,,,,,,,Benford FC,10,18,13,6.0,0.0,12.0,18.0,0.333,2088.25,2337.25,1 (W)
,,,,,,,,,Chicken ASzobo,1,19,13,13.0,0.0,6.0,39.0,0.684,2939.5,2550.75,1 (L)
,,,,,,,,,Cursed BrunOnana,2,19,13,13.0,0.0,6.0,39.0,0.684,2866.0,2512.5,6 (W)
,,,,,,,,,HappyHaalandays,3,19,13,11.0,0.0,8.0,33.0,0.579,2587.0,2556.0,4 (W)
,,,,,,,,,Seanhampton FC,4,19,13,11.0,0.0,8.0,33.0,0.579,2586.5,2466.75,1 (L)
,,,,,,,,,Cheasle FC,5,19,13,9.0,0.0,10.0,27.0,0.474,2421.25,2477.75,1 (W)
,,,,,,,,,Zenright,6,19,13,9.0,0.0,10.0,27.0,0.474,2383.25,2457.25,1 (W)
,,,,,,,,,Thottenham Hotsluts,7,19,13,8.0,0.0,11.0,24.0,0.421,2387.0,2549.25,3 (L)
,,,,,,,,,The ThiaGOAT,8,19,13,8.0,0.0,11.0,24.0,0.421,2348.0,2521.75,4 (L)
,,,,,,,,,Benford FC,9,19,13,7.0,0.0,12.0,21.0,0.368,2207.75,2442.0,2 (W)
,,,,,,,,,RATABE,10,19,13,6.0,0.0,13.0,18.0,0.316,2265.0,2457.25,2 (L)
,,,,,,,,,Chicken ASzobo,1,20,13,14.0,0.0,6.0,42.0,0.7,3089.25,2664.25,1 (W)
,,,,,,,,,Cursed BrunOnana,2,20,13,13.0,0.0,7.0,39.0,0.65,2979.5,2662.25,1 (L)
,,,,,,,,,Seanhampton FC,3,20,13,12.0,0.0,8.0,36.0,0.6,2736.25,2604.5,1 (W)
,,,,,,,,,HappyHaalandays,4,20,13,11.0,0.0,9.0,33.0,0.55,2712.0,2737.75,1 (L)
,,,,,,,,,Zenright,5,20,13,10.0,0.0,10.0,30.0,0.5,2506.75,2570.5,2 (W)
,,,,,,,,,Thottenham Hotsluts,6,20,13,9.0,0.0,11.0,27.0,0.45,2568.75,2674.25,1 (W)
,,,,,,,,,Cheasle FC,7,20,13,9.0,0.0,11.0,27.0,0.45,2559.0,2627.5,1 (L)
,,,,,,,,,The ThiaGOAT,8,20,13,8.0,0.0,12.0,24.0,0.4,2474.25,2652.25,5 (L)
,,,,,,,,,RATABE,9,20,13,7.0,0.0,13.0,21.0,0.35,2395.5,2583.5,1 (W)
,,,,,,,,,Benford FC,10,20,13,7.0,0.0,13.0,21.0,0.35,2321.0,2565.5,1 (L)
,,,,,,,,,Chicken ASzobo,1,21,13,14.0,0.0,7.0,42.0,0.667,3225.5,2832.5,1 (L)
,,,,,,,,,Cursed BrunOnana,2,21,13,13.0,0.0,8.0,39.0,0.619,3119.25,2819.0,2 (L)
,,,,,,,,,Seanhampton FC,3,21,13,13.0,0.0,8.0,39.0,0.619,2904.5,2740.75,2 (W)
,,,,,,,,,HappyHaalandays,4,21,13,12.0,0.0,9.0,36.0,0.571,2868.75,2877.5,1 (W)
,,,,,,,,,Thottenham Hotsluts,5,21,13,10.0,0.0,11.0,30.0,0.476,2741.5,2819.75,2 (W)
,,,,,,,,,Cheasle FC,6,21,13,10.0,0.0,11.0,30.0,0.476,2737.75,2768.5,1 (W)
,,,,,,,,,Zenright,7,21,13,10.0,0.0,11.0,30.0,0.476,2647.75,2749.25,1 (L)
,,,,,,,,,The ThiaGOAT,8,21,13,8.0,0.0,13.0,24.0,0.381,2619.75,2825.0,6 (L)
,,,,,,,,,RATABE,9,21,13,8.0,0.0,13.0,24.0,0.381,2525.75,2711.75,2 (W)
,,,,,,,,,Benford FC,10,21,13,7.0,0.0,14.0,21.0,0.333,2449.25,2695.75,2 (L)
,,,,,,,,,Chicken ASzobo,1,22,13,15.0,0.0,7.0,45.0,0.682,3403.5,2950.75,1 (W)
,,,,,,,,,Seanhampton FC,2,22,13,14.0,0.0,8.0,42.0,0.636,3050.25,2853.0,3 (W)
,,,,,,,,,Cursed BrunOnana,3,22,13,13.0,0.0,9.0,39.0,0.591,3271.5,2973.75,3 (L)
,,,,,,,,,HappyHaalandays,4,22,13,12.0,0.0,10.0,36.0,0.545,2987.0,3055.5,1 (L)
,,,,,,,,,Thottenham Hotsluts,5,22,13,11.0,0.0,11.0,33.0,0.5,2899.25,2976.0,3 (W)
,,,,,,,,,Cheasle FC,6,22,13,11.0,0.0,11.0,33.0,0.5,2874.5,2868.5,2 (W)
,,,,,,,,,Zenright,7,22,13,10.0,0.0,12.0,30.0,0.455,2760.0,2895.0,2 (L)
,,,,,,,,,The ThiaGOAT,8,22,13,9.0,0.0,13.0,27.0,0.409,2774.5,2977.25,1 (W)
,,,,,,,,,RATABE,9,22,13,8.0,0.0,14.0,24.0,0.364,2625.75,2848.5,1 (L)
,,,,,,,,,Benford FC,10,22,13,7.0,0.0,15.0,21.0,0.318,2605.5,2853.5,3 (L)
,,,,,,,,,Chicken ASzobo,1,23,13,15.0,0.0,8.0,45.0,0.652,3551.75,3111.5,1 (L)
,,,,,,,,,Seanhampton FC,2,23,13,14.0,0.0,9.0,42.0,0.609,3162.75,2994.25,1 (L)
,,,,,,,,,Cursed BrunOnana,3,23,13,13.0,0.0,10.0,39.0,0.565,3388.75,3095.25,4 (L)
,,,,,,,,,HappyHaalandays,4,23,13,12.0,0.0,11.0,36.0,0.522,3096.0,3211.25,2 (L)
,,,,,,,,,Thottenham Hotsluts,5,23,13,12.0,0.0,11.0,36.0,0.522,3061.25,3122.25,4 (W)
,,,,,,,,,Cheasle FC,6,23,13,11.0,0.0,12.0,33.0,0.478,3020.75,3030.5,1 (L)
,,,,,,,,,Zenright,7,23,13,11.0,0.0,12.0,33.0,0.478,2920.75,3043.25,1 (W)
,,,,,,,,,The ThiaGOAT,8,23,13,10.0,0.0,13.0,30.0,0.435,2930.25,3086.25,2 (W)
,,,,,,,,,RATABE,9,23,13,9.0,0.0,14.0,27.0,0.391,2767.0,2961.0,1 (W)
,,,,,,,,,Benford FC,10,23,13,8.0,0.0,15.0,24.0,0.348,2727.0,2970.75,1 (W)
,,,,,,,,,Chicken ASzobo,1,24,13,15.0,0.0,9.0,45.0,0.625,3699.5,3267.75,2 (L)
,,,,,,,,,Cursed BrunOnana,2,24,13,14.0,0.0,10.0,42.0,0.583,3594.5,3261.25,1 (W)
,,,,,,,,,Seanhampton FC,3,24,13,14.0,0.0,10.0,42.0,0.583,3281.5,3136.25,2 (L)
,,,,,,,,,HappyHaalandays,4,24,13,13.0,0.0,11.0,39.0,0.542,3252.0,3349.25,1 (W)
,,,,,,,,,Thottenham Hotsluts,5,24,13,13.0,0.0,11.0,39.0,0.542,3203.25,3241.0,5 (W)
,,,,,,,,,Zenright,6,24,13,12.0,0.0,12.0,36.0,0.5,3044.5,3149.0,2 (W)
,,,,,,,,,Cheasle FC,7,24,13,11.0,0.0,13.0,33.0,0.458,3186.75,3236.25,2 (L)
,,,,,,,,,The ThiaGOAT,8,24,13,11.0,0.0,13.0,33.0,0.458,3086.5,3234.0,3 (W)
,,,,,,,,,RATABE,9,24,13,9.0,0.0,15.0,27.0,0.375,2872.75,3084.75,1 (L)
,,,,,,,,,Benford FC,10,24,13,8.0,0.0,16.0,24.0,0.333,2865.0,3126.75,1 (L)
,,,,,,,,,Chicken ASzobo,1,25,13,15.0,0.0,10.0,45.0,0.6,3822.0,3425.5,3 (L)
,,,,,,,,,Seanhampton FC,2,25,13,15.0,0.0,10.0,45.0,0.6,3520.0,3351.25,1 (W)
,,,,,,,,,Cursed BrunOnana,3,25,13,14.0,0.0,11.0,42.0,0.56,3809.5,3499.75,1 (L)
,,,,,,,,,HappyHaalandays,4,25,13,13.0,0.0,12.0,39.0,0.52,3439.75,3543.5,1 (L)
,,,,,,,,,Thottenham Hotsluts,5,25,13,13.0,0.0,12.0,39.0,0.52,3386.5,3459.75,1 (L)
,,,,,,,,,Zenright,6,25,13,13.0,0.0,12.0,39.0,0.52,3263.25,3332.25,3 (W)
,,,,,,,,,Cheasle FC,7,25,13,12.0,0.0,13.0,36.0,0.48,3381.0,3424.0,1 (W)
,,,,,,,,,The ThiaGOAT,8,25,13,12.0,0.0,13.0,36.0,0.48,3256.5,3347.75,4 (W)
,,,,,,,,,RATABE,9,25,13,10.0,0.0,15.0,30.0,0.4,3030.5,3207.25,1 (W)
,,,,,,,,,Benford FC,10,25,13,8.0,0.0,17.0,24.0,0.32,2978.75,3296.75,2 (L)
,,,,,,,,,Chicken ASzobo,1,26,13,16.0,0.0,10.0,48.0,0.615,3949.5,3500.25,1 (W)
,,,,,,,,,Cursed BrunOnana,2,26,13,15.0,0.0,11.0,45.0,0.577,3938.25,3610.5,1 (W)
,,,,,,,,,Seanhampton FC,3,26,13,15.0,0.0,11.0,45.0,0.577,3613.5,3561.5,1 (L)
,,,,,,,,,HappyHaalandays,4,26,13,14.0,0.0,12.0,42.0,0.538,3650.0,3637.0,1 (W)
,,,,,,,,,Thottenham Hotsluts,5,26,13,14.0,0.0,12.0,42.0,0.538,3538.75,3607.75,1 (W)
,,,,,,,,,Cheasle FC,6,26,13,13.0,0.0,13.0,39.0,0.5,3500.25,3514.25,2 (W)
,,,,,,,,,Zenright,7,26,13,13.0,0.0,13.0,39.0,0.5,3374.0,3461.0,1 (L)
,,,,,,,,,The ThiaGOAT,8,26,13,12.0,0.0,14.0,36.0,0.462,3346.75,3467.0,1 (L)
,,,,,,,,,RATABE,9,26,13,10.0,0.0,16.0,30.0,0.385,3178.5,3359.5,1 (L)
,,,,,,,,,Benford FC,10,26,13,8.0,0.0,18.0,24.0,0.308,3053.5,3424.25,3 (L)
,,,,,,,,,Cursed BrunOnana,1,27,13,16.0,0.0,11.0,48.0,0.593,4104.0,3772.5,2 (W)
,,,,,,,,,Chicken ASzobo,2,27,13,16.0,0.0,11.0,48.0,0.593,4078.75,3669.75,1 (L)
,,,,,,,,,HappyHaalandays,3,27,13,15.0,0.0,12.0,45.0,0.556,3847.25,3785.0,2 (W)
,,,,,,,,,Seanhampton FC,4,27,13,15.0,0.0,12.0,45.0,0.556,3736.25,3708.25,2 (L)
,,,,,,,,,Thottenham Hotsluts,5,27,13,15.0,0.0,12.0,45.0,0.556,3708.25,3737.0,2 (W)
,,,,,,,,,Cheasle FC,6,27,13,14.0,0.0,13.0,42.0,0.519,3669.25,3627.75,3 (W)
,,,,,,,,,Zenright,7,27,13,13.0,0.0,14.0,39.0,0.481,3522.0,3658.25,2 (L)
,,,,,,,,,The ThiaGOAT,8,27,13,13.0,0.0,14.0,39.0,0.481,3493.5,3589.75,1 (W)
,,,,,,,,,RATABE,9,27,13,10.0,0.0,17.0,30.0,0.37,3340.5,3525.25,2 (L)
,,,,,,,,,Benford FC,10,27,13,8.0,0.0,19.0,24.0,0.296,3167.0,3593.25,4 (L)
,,,,,,,,,Cursed BrunOnana,1,28,13,17.0,0.0,11.0,51.0,0.607,4328.5,3902.0,3 (W)
,,,,,,,,,Chicken ASzobo,2,28,13,16.0,0.0,12.0,48.0,0.571,4268.75,3888.25,2 (L)
,,,,,,,,,HappyHaalandays,3,28,13,15.0,0.0,13.0,45.0,0.536,3964.0,3926.75,1 (L)
,,,,,,,,,Cheasle FC,4,28,13,15.0,0.0,13.0,45.0,0.536,3887.75,3817.75,4 (W)
,,,,,,,,,Seanhampton FC,5,28,13,15.0,0.0,13.0,45.0,0.536,3860.25,3860.5,3 (L)
,,,,,,,,,Thottenham Hotsluts,6,28,13,15.0,0.0,13.0,45.0,0.536,3837.75,3961.5,1 (L)
,,,,,,,,,The ThiaGOAT,7,28,13,14.0,0.0,14.0,42.0,0.5,3630.25,3692.5,2 (W)
,,,,,,,,,Zenright,8,28,13,13.0,0.0,15.0,39.0,0.464,3624.75,3795.0,3 (L)
,,,,,,,,,RATABE,9,28,13,11.0,0.0,17.0,33.0,0.393,3482.25,3642.0,1 (W)
,,,,,,,,,Benford FC,10,28,13,9.0,0.0,19.0,27.0,0.321,3319.25,3717.25,1 (W)
,,,,,,,,,Cursed BrunOnana,1,29,13,17.0,0.0,12.0,51.0,0.586,4358.0,3978.5,1 (L)
,,,,,,,,,Chicken ASzobo,2,29,13,17.0,0.0,12.0,51.0,0.586,4345.25,3917.75,1 (W)
,,,,,,,,,Cheasle FC,3,29,13,16.0,0.0,13.0,48.0,0.552,4018.25,3911.5,5 (W)
